id,project_id,file_name,file_type,status
10851,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-011.pdf,pdf,FAILED_LOGIN_REQUIRED
10852,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-012.pdf,pdf,FAILED_LOGIN_REQUIRED
10853,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-013.pdf,pdf,FAILED_LOGIN_REQUIRED
10854,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-014.pdf,pdf,FAILED_LOGIN_REQUIRED
10855,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-015.pdf,pdf,FAILED_LOGIN_REQUIRED
10856,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-016.pdf,pdf,FAILED_LOGIN_REQUIRED
10857,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-017.pdf,pdf,FAILED_LOGIN_REQUIRED
10858,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-018.pdf,pdf,FAILED_LOGIN_REQUIRED
10859,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-019.pdf,pdf,FAILED_LOGIN_REQUIRED
10860,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-020.pdf,pdf,FAILED_LOGIN_REQUIRED
10861,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-021.pdf,pdf,FAILED_LOGIN_REQUIRED
10862,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-022.pdf,pdf,FAILED_LOGIN_REQUIRED
10863,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-023.pdf,pdf,FAILED_LOGIN_REQUIRED
10864,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-024.pdf,pdf,FAILED_LOGIN_REQUIRED
10865,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-025.pdf,pdf,FAILED_LOGIN_REQUIRED
10866,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-027.pdf,pdf,FAILED_LOGIN_REQUIRED
10867,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-028.pdf,pdf,FAILED_LOGIN_REQUIRED
10868,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-029.pdf,pdf,FAILED_LOGIN_REQUIRED
10869,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-030.pdf,pdf,FAILED_LOGIN_REQUIRED
10870,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-031.pdf,pdf,FAILED_LOGIN_REQUIRED
10871,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-032.pdf,pdf,FAILED_LOGIN_REQUIRED
10872,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-033.pdf,pdf,FAILED_LOGIN_REQUIRED
10873,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-034.pdf,pdf,FAILED_LOGIN_REQUIRED
10874,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-035.pdf,pdf,FAILED_LOGIN_REQUIRED
10875,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-036.pdf,pdf,FAILED_LOGIN_REQUIRED
10876,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-037.pdf,pdf,FAILED_LOGIN_REQUIRED
10877,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-038.pdf,pdf,FAILED_LOGIN_REQUIRED
10878,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-039.pdf,pdf,FAILED_LOGIN_REQUIRED
10879,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-040.pdf,pdf,FAILED_LOGIN_REQUIRED
10880,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-041.pdf,pdf,FAILED_LOGIN_REQUIRED
10881,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-042.pdf,pdf,FAILED_LOGIN_REQUIRED
10882,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-043.pdf,pdf,FAILED_LOGIN_REQUIRED
10883,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-044.pdf,pdf,FAILED_LOGIN_REQUIRED
10884,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-045.pdf,pdf,FAILED_LOGIN_REQUIRED
10885,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-046.pdf,pdf,FAILED_LOGIN_REQUIRED
10886,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-047.pdf,pdf,FAILED_LOGIN_REQUIRED
10887,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-048.pdf,pdf,FAILED_LOGIN_REQUIRED
10888,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-050.pdf,pdf,FAILED_LOGIN_REQUIRED
10889,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-051.pdf,pdf,FAILED_LOGIN_REQUIRED
10890,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-052.pdf,pdf,FAILED_LOGIN_REQUIRED
10891,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-053.pdf,pdf,FAILED_LOGIN_REQUIRED
10892,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-054.pdf,pdf,FAILED_LOGIN_REQUIRED
10893,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-055.pdf,pdf,FAILED_LOGIN_REQUIRED
10894,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-056.pdf,pdf,FAILED_LOGIN_REQUIRED
10895,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-057.pdf,pdf,FAILED_LOGIN_REQUIRED
10896,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-058.pdf,pdf,FAILED_LOGIN_REQUIRED
10897,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-059.pdf,pdf,FAILED_LOGIN_REQUIRED
10898,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-060.pdf,pdf,FAILED_LOGIN_REQUIRED
10899,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-061.pdf,pdf,FAILED_LOGIN_REQUIRED
10900,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-062.pdf,pdf,FAILED_LOGIN_REQUIRED
10901,866,00014Hoffman-FollowUp-PaperData-MaleTATSubject-064.pdf,pdf,FAILED_LOGIN_REQUIRED
10902,866,00014Hoffman-FollowUp-PaperData-M_TATs-Cue1.pdf,pdf,FAILED_LOGIN_REQUIRED
10903,866,00014Hoffman-FollowUp-PaperData-M_TATs-Cue2.pdf,pdf,FAILED_LOGIN_REQUIRED
10904,866,00014Hoffman-FollowUp-PaperData-M_TATs-Cue3.pdf,pdf,FAILED_LOGIN_REQUIRED
10905,866,00014Hoffman-FollowUp-PaperData-M_TATs-Cue4.pdf,pdf,FAILED_LOGIN_REQUIRED
10906,866,00014Hoffman-FollowUp-PaperData-M_TATs-Cue5.pdf,pdf,FAILED_LOGIN_REQUIRED
10907,866,00014Hoffman-FollowUp-PaperData-M_TATs-Cue6.pdf,pdf,FAILED_LOGIN_REQUIRED
10908,866,00014Hoffman-FollowUp-PaperData-OriginalCardsBySubject.pdf,pdf,FAILED_LOGIN_REQUIRED
10909,866,00014Hoffman-FollowUp-PaperData-OriginalDraftOfCodebook.pdf,pdf,FAILED_LOGIN_REQUIRED
10910,866,00014Hoffman-FollowUp-PaperData-TypedStoriesFemales.pdf,pdf,FAILED_LOGIN_REQUIRED
10911,866,00014Hoffman-FollowUp-StudyDescription.pdf,pdf,SUCCEEDED
10912,867,acitem.tab,tab,SUCCEEDED
10913,867,cpitem.tab,tab,SUCCEEDED
10914,867,Intro.doc,doc,SUCCEEDED
10915,867,NationalMeritDataSupp.doc,doc,SUCCEEDED
10916,867,nmgen.tab,tab,SUCCEEDED
10917,867,nmvars.doc,doc,SUCCEEDED
10918,867,obitem.tab,tab,SUCCEEDED
10919,867,parq.pdf,pdf,SUCCEEDED
10920,867,twinq.pdf,pdf,SUCCEEDED
10921,867,vpitem.tab,tab,SUCCEEDED
10922,868,01705Giele-Patterns-BoxCoverSheets.pdf,pdf,SUCCEEDED
10923,868,01705Giele-Patterns-MemoOfAgreement.pdf,pdf,SUCCEEDED
10924,868,01705Giele-Patterns-StudyDescription.pdf,pdf,SUCCEEDED
10925,869,2008-04text.pdf,pdf,SUCCEEDED
10926,869,EAF.tab,tab,SUCCEEDED
10927,869,EAF.xls,xls,SUCCEEDED
10928,869,Manual EAF.doc,doc,SUCCEEDED
10929,870,00658Allen-FollowUp-Codebook.pdf,pdf,SUCCEEDED
10930,870,00658Allen-FollowUp-Data.por,por,FAILED_LOGIN_REQUIRED
10931,870,00658Allen-FollowUp-Data.tab,tab,FAILED_LOGIN_REQUIRED
10932,870,00658Allen-FollowUp-Measures.pdf,pdf,SUCCEEDED
10933,870,00658Allen-FollowUp-MemoOfAgreement.pdf,pdf,SUCCEEDED
10934,870,00658Allen-FollowUp-PaperDataInventory.pdf,pdf,SUCCEEDED
10935,870,00658Allen-FollowUp-PaperData.pdf,pdf,FAILED_LOGIN_REQUIRED
10936,870,00658Allen-FollowUp-StudyDescription.pdf,pdf,SUCCEEDED
10937,870,00685Allen-FollowUp-BoxCoverSheets.pdf,pdf,SUCCEEDED
10938,871,00021RPPC-LifesWork-MemoOfAgreement.pdf,pdf,SUCCEEDED
10939,872,01027BrettB-Radcliffe-2003life patterns-Approval Letter from Murray Center001.pdf,pdf,FAILED_LOGIN_REQUIRED
10940,872,01027BrettB-Radcliffe-2003life patterns-Class of 1969 Preliminary Findings.pdf,pdf,SUCCEEDED
10941,872,"01027BrettB-Radcliffe-2003life patterns-Code Book, 2rev.pdf",pdf,SUCCEEDED
10942,872,01027BrettB-Radcliffe-2003life patterns-cover letter.pdf,pdf,FAILED_LOGIN_REQUIRED
10943,872,01027BrettB-Radcliffe-2003life patterns-Final Report to the Nuffield Foundation.pdf,pdf,SUCCEEDED
10944,872,01027BrettB-Radcliffe-2003life patterns-GBall4.tab,tab,SUCCEEDED
10945,872,"01027BrettB-Radcliffe-2003life patterns-IDs matched with 1990 IDs, Class of 1969.pdf",pdf,SUCCEEDED
10946,872,01027BrettB-Radcliffe-2003life patterns-Occ Code.pdf,pdf,SUCCEEDED
10947,872,01027BrettB-Radcliffe-2003life patterns-Occupational Code Questions.pdf,pdf,SUCCEEDED
10948,872,01027BrettB-Radcliffe-2003life patterns-onepage prop.pdf,pdf,FAILED_LOGIN_REQUIRED
10949,872,01027BrettB-Radcliffe-2003life patterns-PaperData.pdf,pdf,SUCCEEDED
10950,872,01027BrettB-Radcliffe-2003life patterns.pdf,pdf,SUCCEEDED
10951,872,01027BrettB-Radcliffe-2003life patterns.pdf,pdf,SUCCEEDED
10952,872,01027BrettB-Radcliffe-2003life patterns.pdf,pdf,FAILED_LOGIN_REQUIRED
10953,872,01027BrettB-Radcliffe-2003life patterns.pdf,pdf,FAILED_LOGIN_REQUIRED
10954,872,01027BrettB-Radcliffe-2003life patterns.pdf,pdf,FAILED_LOGIN_REQUIRED
10955,872,01027BrettB-Radcliffe-2003life patterns.pdf,pdf,SUCCEEDED
10956,872,01027BrettB-Radcliffe-2003life patterns.pdf,pdf,SUCCEEDED
10957,872,01027BrettB-Radcliffe-2003life patterns-Postcard.pdf,pdf,SUCCEEDED
10958,872,01027BrettB-Radcliffe-2003life patterns-proposal.pdf,pdf,SUCCEEDED
10959,872,01027BrettB-Radcliffe-2003life patterns-Qualitative comments to Question 12-UK.pdf,pdf,SUCCEEDED
10960,872,01027BrettB-Radcliffe-2003life patterns-Qualitative comments to question 8.pdf,pdf,SUCCEEDED
10961,872,01027BrettB-Radcliffe-2003life patterns-Question 8-6 class 69.pdf,pdf,SUCCEEDED
10962,872,01027BrettB-Radcliffe-2003life patterns-Question 8-6 class 79.pdf,pdf,SUCCEEDED
10963,872,01027BrettB-Radcliffe-2003life patterns-Questionnaire.pdf,pdf,SUCCEEDED
10964,872,01027BrettB-Radcliffe-2003life patterns-R 69 Question 3-5.pdf,pdf,SUCCEEDED
10965,872,01027BrettB-Radcliffe-2003life patterns-R 79 Question 12-1.pdf,pdf,SUCCEEDED
10966,872,01027BrettB-Radcliffe-2003life patterns-R 79 Question 12-2.pdf,pdf,SUCCEEDED
10967,872,"01027BrettB-Radcliffe-2003life patterns-Second cover letter, 69 partic.pdf",pdf,SUCCEEDED
10968,872,01027BrettB-Radcliffe-2003life patterns-Second Cover Letter on Stationery001.pdf,pdf,SUCCEEDED
10969,872,01027BrettB-Radcliffe-2003life patterns--Second cover letter.pdf,pdf,FAILED_LOGIN_REQUIRED
10970,872,01027BrettB-Radcliffe-2003life patterns-Syntax.zip,zip,SUCCEEDED
10971,872,01027BrettB-Radcliffe-2003life patterns-The Salience of Occupation 19 slides.pdf,pdf,SUCCEEDED
10972,872,01027BrettB-Radcliffe-2003life patterns-US69(2).tab,tab,SUCCEEDED
10973,872,01027BrettB-Radcliffe-2003life patterns-US69.tab,tab,SUCCEEDED
10974,872,01027BrettB-Radcliffe-2003life patterns-USALL(2).tab,tab,SUCCEEDED
10975,872,01027BrettB-Radcliffe-2003life patterns-US consent form.pdf,pdf,SUCCEEDED
10976,872,01027BrettB-Radcliffe-2003life patterns-USGB.tab,tab,SUCCEEDED
10977,873,00599Zuckerman-SelfEsteem-BoxCoverSheets.pdf,pdf,SUCCEEDED
10978,873,00599Zuckerman-SelfEsteem-MeasuresForm.pdf,pdf,SUCCEEDED
10979,873,00599Zuckerman-SelfEsteem-Measures.pdf,pdf,SUCCEEDED
10980,873,00599Zuckerman-SelfEsteem-MemoOfAgreement.pdf,pdf,SUCCEEDED
10981,873,00599Zuckerman-SelfEsteem-PaperDataInventory.pdf,pdf,SUCCEEDED
10982,873,00599Zuckerman-SelfEsteem-PaperData.pdf,pdf,FAILED_LOGIN_REQUIRED
10983,873,00599Zuckerman-SelfEsteem-StudyDescription.pdf,pdf,SUCCEEDED
10984,874,00661U.S.Merit-Harassment-Codebook.pdf,pdf,SUCCEEDED
10985,874,00661U.S.Merit-Harassment-MemoOfAgreement.pdf,pdf,SUCCEEDED
10986,874,00661U.S.Merit-Harassment-StudyDescription.pdf,pdf,SUCCEEDED
10987,875,00657ThomasJ-Future-BoxCoverSheets.pdf,pdf,SUCCEEDED
10988,875,00657ThomasJ-Future-Codebook.pdf,pdf,SUCCEEDED
10989,875,00657ThomasJ-Future-DataFileList.pdf,pdf,SUCCEEDED
10990,875,00657ThomasJ-Future-Main-Data.por,por,FAILED_LOGIN_REQUIRED
10991,875,00657ThomasJ-Future-Main-Data.tab,tab,FAILED_LOGIN_REQUIRED
10992,875,00657ThomasJ-Future-MeasuresForm.pdf,pdf,SUCCEEDED
10993,875,00657ThomasJ-Future-Measures.pdf,pdf,SUCCEEDED
10994,875,00657ThomasJ-Future-MemoOfAgreement.pdf,pdf,SUCCEEDED
10995,875,00657ThomasJ-Future-Pilot-Data.por,por,FAILED_LOGIN_REQUIRED
10996,875,00657ThomasJ-Future-Pilot-Data.tab,tab,FAILED_LOGIN_REQUIRED
10997,875,00657ThomasJ-Future-StudyDescription.pdf,pdf,SUCCEEDED
10998,876,00534Stewart-FollowUp-BoxCoverSheets.pdf,pdf,SUCCEEDED
10999,876,00534Stewart-FollowUp-Codebook.pdf,pdf,SUCCEEDED
11000,876,00534Stewart-FollowUp-Data.por,por,FAILED_LOGIN_REQUIRED
11001,876,00534Stewart-FollowUp-Data.tab,tab,FAILED_LOGIN_REQUIRED
11002,876,00534Stewart-FollowUp-MeasuresForm.pdf,pdf,SUCCEEDED
11003,876,00534Stewart-FollowUp-Measures.pdf,pdf,SUCCEEDED
11004,876,00534Stewart-FollowUp-MemoOfAgreement.pdf,pdf,SUCCEEDED
11005,876,00534Stewart-FollowUp-PaperDataInventory.pdf,pdf,SUCCEEDED
11006,876,00534Stewart-FollowUp-PaperData.pdf,pdf,FAILED_LOGIN_REQUIRED
11007,876,00534Stewart-FollowUp-StudyDescription.pdf,pdf,SUCCEEDED
11008,877,00584Salt-Stress-BoxCoverSheets.pdf,pdf,SUCCEEDED
11009,877,00584Salt-Stress-Codebook.pdf,pdf,SUCCEEDED
11010,877,00584Salt-Stress-Data.por,por,FAILED_LOGIN_REQUIRED
11011,877,00584Salt-Stress-Data.tab,tab,FAILED_LOGIN_REQUIRED
11012,877,00584Salt-Stress-Measures.pdf,pdf,SUCCEEDED
11013,877,00584Salt-Stress-MemoOfAgreement.pdf,pdf,SUCCEEDED
11014,877,00584Salt-Stress-PaperDataInventory.pdf,pdf,SUCCEEDED
11015,877,00584Salt-Stress-PaperData.pdf,pdf,FAILED_LOGIN_REQUIRED
11016,877,00584Salt-Stress-StudyDescription.pdf,pdf,SUCCEEDED
11017,878,00034Kagan-MemoOfAgreement.pdf,pdf,SUCCEEDED
11018,878,RM2466 Kagan,,FAILED_LOGIN_REQUIRED
11019,878,RM2467 Kagan,,FAILED_LOGIN_REQUIRED
11020,878,RM2468 Kagan,,FAILED_LOGIN_REQUIRED
11021,878,RM2469 Kagan,,FAILED_LOGIN_REQUIRED
11022,878,RM2470 Kagan,,FAILED_LOGIN_REQUIRED
11023,878,RM2471 Kagan,,FAILED_LOGIN_REQUIRED
11024,878,RM2507 Kagan,,FAILED_LOGIN_REQUIRED
11025,878,RM2508 Kagan,,FAILED_LOGIN_REQUIRED
11026,878,RM2509Kagan,,FAILED_LOGIN_REQUIRED
11027,878,RM2510Kagan,,FAILED_LOGIN_REQUIRED
11028,878,RM2511Kagan,,FAILED_LOGIN_REQUIRED
11029,878,RM2512Kagan,,FAILED_LOGIN_REQUIRED
11030,878,RM2513 Kagan,,FAILED_LOGIN_REQUIRED
11031,878,RM2514 Kagan,,FAILED_LOGIN_REQUIRED
11032,878,RM2515 Kagan,,FAILED_LOGIN_REQUIRED
11033,878,RM2516 Kagan,,FAILED_LOGIN_REQUIRED
11034,878,RM2517 Kagan,,FAILED_LOGIN_REQUIRED
11035,878,RM2519 Kagan,,FAILED_LOGIN_REQUIRED
11036,878,RM2520 Kagan,,FAILED_LOGIN_REQUIRED
11037,878,RM2522 Kagan,,FAILED_LOGIN_REQUIRED
11038,878,RM2543 Kagan,,FAILED_LOGIN_REQUIRED
11039,878,RM2544 Kagan,,FAILED_LOGIN_REQUIRED
11040,878,RM2546 Kagan,,FAILED_LOGIN_REQUIRED
11041,878,RM2548 Kagan,,FAILED_LOGIN_REQUIRED
11042,878,RM2558 Kagan,,FAILED_LOGIN_REQUIRED
11043,878,RM2561Kagan,,FAILED_LOGIN_REQUIRED
11044,878,RM2594Kagan,,FAILED_LOGIN_REQUIRED
11045,878,RM2595 Kagan,,FAILED_LOGIN_REQUIRED
11046,878,RM2607 Kagan,,FAILED_LOGIN_REQUIRED
11047,878,RM2608 Kagan,,FAILED_LOGIN_REQUIRED
11048,878,RM2610 Kagan,,FAILED_LOGIN_REQUIRED
11049,878,RM2611Kagan,,FAILED_LOGIN_REQUIRED
11050,878,RM2612 Kagan,,FAILED_LOGIN_REQUIRED
11051,878,RM2614 Kagan,,FAILED_LOGIN_REQUIRED
11052,878,RM2693 Kagan,,FAILED_LOGIN_REQUIRED
11053,878,RM2738Kagan,,FAILED_LOGIN_REQUIRED
11054,879,00001Birnbaum-Gifted-BoxCoverSheets.pdf,pdf,SUCCEEDED
11055,879,00001Birnbaum-Gifted-Codebook.pdf,pdf,SUCCEEDED
11056,879,00001Birnbaum-Gifted-Measures.pdf,pdf,SUCCEEDED
11057,879,00001Birnbaum-Gifted-MemoOfAgreement.pdf,pdf,SUCCEEDED
11058,879,00001Birnbaum-Gifted-PaperDataInventory.pdf,pdf,SUCCEEDED
11059,879,00001Birnbaum-Gifted-StudyDescription.pdf,pdf,SUCCEEDED
11060,880,00567Morse-Alumnae-BoxCoverSheets.pdf,pdf,SUCCEEDED
11061,880,00567Morse-Alumnae-Data.por,por,FAILED_LOGIN_REQUIRED
11062,880,00567Morse-Alumnae-Data.tab,tab,FAILED_LOGIN_REQUIRED
11063,880,00567Morse-Alumnae-Measures.pdf,pdf,SUCCEEDED
11064,880,00567Morse-Alumnae-MemoOfAgreement.pdf,pdf,SUCCEEDED
11065,880,00567Morse-Alumnae-PaperDataInventory.pdf,pdf,SUCCEEDED
11066,880,00567Morse-Alumnae-PaperData.pdf,pdf,FAILED_LOGIN_REQUIRED
11067,880,00567Morse-Alumnae-StudyDescription.pdf,pdf,SUCCEEDED
11068,881,00123Granberg-BOX 1 of 3.zip,zip,FAILED_LOGIN_REQUIRED
11069,881,00123Granberg-BOX 2 of 3.zip,zip,FAILED_LOGIN_REQUIRED
11070,881,00123Granberg-BOX 3 of 3.zip,zip,FAILED_LOGIN_REQUIRED
11071,881,00123Granberg-BoxCoverSheets.pdf,pdf,SUCCEEDED
11072,881,00123Granberg-MemoOfAgreement.pdf,pdf,SUCCEEDED
11073,881,00123Granberg-Paper_Data_Inventory.pdf,pdf,SUCCEEDED
11074,881,00123Granberg.sps,sps,FAILED_LOGIN_REQUIRED
11075,881,00123Granberg.tab,tab,FAILED_LOGIN_REQUIRED
11076,882,00074Trachtenberg-Differential-AudioDataInventory.pdf,pdf,FAILED_LOGIN_REQUIRED
11077,882,00074Trachtenberg-Differential-BOX 1.zip,zip,FAILED_LOGIN_REQUIRED
11078,882,00074Trachtenberg-Differential-BOX 2.zip,zip,FAILED_LOGIN_REQUIRED
11079,882,00074Trachtenberg-Differential-BOX 3.zip,zip,FAILED_LOGIN_REQUIRED
11080,882,00074Trachtenberg-Differential-BOX 4.zip,zip,FAILED_LOGIN_REQUIRED
11081,882,00074Trachtenberg-Differential-BOX 5.zip,zip,FAILED_LOGIN_REQUIRED
11082,882,00074Trachtenberg-Differential-Codebook.pdf,pdf,FAILED_LOGIN_REQUIRED
11083,882,00074Trachtenberg-Differential-DataFile,,FAILED_LOGIN_REQUIRED
11084,882,00074Trachtenberg-Differential-DataFileList.pdf,pdf,SUCCEEDED
11085,882,00074Trachtenberg-Differential-DataFileSPSS,,FAILED_LOGIN_REQUIRED
11086,882,00074Trachtenberg-Differential-MeasuresForm.pdf,pdf,SUCCEEDED
11087,882,00074Trachtenberg-Differential-Measures.pdf,pdf,SUCCEEDED
11088,882,00074Trachtenberg-Differential-MemoOfAgreement.pdf,pdf,SUCCEEDED
11089,882,00074Trachtenberg-Differential-PaperDataInventory.pdf,pdf,SUCCEEDED
11090,882,00074Trachtenberg-Differential-StudyDescription.pdf,pdf,SUCCEEDED
11091,883,00622Mishler-Waxler-BoxCoverSheets,,SUCCEEDED
11092,883,00622Mishler-Waxler-MemoOfAgreement.pdf,pdf,SUCCEEDED
11093,883,00622Mishler-Waxler-PaperDataInventory.pdf,pdf,SUCCEEDED
11094,883,00622Mishler-Waxler-StudyDescription.pdf,pdf,SUCCEEDED
11095,883,00622Mishler-Wexler-Measures.pdf,pdf,SUCCEEDED
11096,883,MISHLER_BOX 1 OF 3.zip,zip,FAILED_LOGIN_REQUIRED
11097,883,MISHLER_BOX 2 OF 3.zip,zip,FAILED_LOGIN_REQUIRED
11098,883,MISHLER_BOX 3 OF 3.zip,zip,FAILED_LOGIN_REQUIRED
11099,884,01782Gong-Guy-SouthEast-Codebook.pdf,pdf,SUCCEEDED
11100,884,01782Gong-Guy-SouthEast-Data.por,por,FAILED_LOGIN_REQUIRED
11101,884,01782Gong-Guy-SouthEast-Data.tab,tab,FAILED_LOGIN_REQUIRED
11102,884,01782Gong-Guy-SouthEast-Measures.pdf,pdf,SUCCEEDED
11103,884,01782Gong-Guy-SouthEast-MemoOfAgreement.pdf,pdf,SUCCEEDED
11104,884,01782Gong-Guy-SouthEast-StudyDescription.pdf,pdf,SUCCEEDED
11105,884,Chung and Kagawa Singer article based on Gong-Guy data.pdf,pdf,SUCCEEDED
11106,884,Chung and Lin article based on Gong-Guy data.pdf,pdf,SUCCEEDED
11107,884,"Chung, Bemak and Kagawa-Singer article based on Gong-Guy data.pdf",pdf,SUCCEEDED
11108,885,00562Stead-Management-MeasuresForm.pdf,pdf,SUCCEEDED
11109,885,00562Stead-Management-MemoOfAgreement.pdf,pdf,SUCCEEDED
11110,885,00562Stead-Management-StudyDescription.pdf,pdf,SUCCEEDED
11111,886,00535Lipman-Blumen-Codebook.pdf,pdf,SUCCEEDED
11112,886,00535Lipman-Blumen-Data.por,por,FAILED_LOGIN_REQUIRED
11113,886,00535Lipman-Blumen-Data.tab,tab,FAILED_LOGIN_REQUIRED
11114,886,00535Lipman-Blumen-MemoOfAgreement.pdf,pdf,SUCCEEDED
11115,886,00535Lipman-Blumen-StudyDescription.pdf,pdf,SUCCEEDED
11116,887,00877Jackson-BlackAmericans-Codebook.pdf,pdf,SUCCEEDED
11117,887,00877Jackson-BlackAmericans-Data.por,por,FAILED_LOGIN_REQUIRED
11118,887,00877Jackson-BlackAmericans-Data.tab,tab,FAILED_LOGIN_REQUIRED
11119,887,00877Jackson-BlackAmericans-MemoofAgreement.pdf,pdf,SUCCEEDED
11120,887,00877Jackson-BlackAmericans-StudyDescription.pdf,pdf,SUCCEEDED
11121,888,00624Rice-Personality-BoxCoverSheet.pdf,pdf,SUCCEEDED
11122,888,00624Rice-Personality-Data.por,por,FAILED_LOGIN_REQUIRED
11123,888,00624Rice-Personality-Data.tab,tab,FAILED_LOGIN_REQUIRED
11124,888,00624Rice-Personality-MemoOfAgreement.pdf,pdf,SUCCEEDED
11125,888,00624Rice-Personality-StudyDescription.pdf,pdf,SUCCEEDED
11126,889,Berger1.tab,tab,SUCCEEDED
11127,889,BergerDataMinus1123.xls,xls,SUCCEEDED
11128,889,Codebook.pdf,pdf,SUCCEEDED
11129,889,Helen A. Berger-Data PASS Deposit Agreement.pdf,pdf,SUCCEEDED
11130,889,Pagan Census Study.zip,zip,SUCCEEDED
11131,890,00046McClellandFup-MemoOfAgreement.pdf,pdf,SUCCEEDED
11132,890,00150Sears-Patterns-sears.doc,doc,SUCCEEDED
11133,890,00150Sears-Patterns-sears.tab,tab,FAILED_LOGIN_REQUIRED
11134,890,00235Sears etal-Patterns-MemoOfAgreement.pdf,pdf,SUCCEEDED
11135,890,00570Nowlis-MemoOfAgreement.pdf,pdf,SUCCEEDED
11136,890,00572Crowne etal-MemoOfAgreement.pdf,pdf,SUCCEEDED
11137,890,00575Edwards-MemoOfAgreement.pdf,pdf,SUCCEEDED
11138,890,01012McClelland_Franz-MemoOfAgreement.pdf,pdf,SUCCEEDED
11139,891,00949Eldridge-DualCareer-BoxCoverSheet.pdf,pdf,SUCCEEDED
11140,891,00949Eldridge-DualCareer-Codebook.pdf,pdf,SUCCEEDED
11141,891,00949Eldridge-DualCareer-Data.por,por,FAILED_LOGIN_REQUIRED
11142,891,00949Eldridge-DualCareer-Data.tab,tab,FAILED_LOGIN_REQUIRED
11143,891,00949Eldridge-DualCareer-Measures.pdf,pdf,SUCCEEDED
11144,891,00949Eldridge-DualCareer-MemoOfAgreement.pdf,pdf,SUCCEEDED
11145,891,00949Eldridge-DualCareer-StudyDescription.pdf,pdf,SUCCEEDED
11146,892,00894Bradford-Lesbian-Codebook.pdf,pdf,SUCCEEDED
11147,892,00894Bradford-Lesbian-Data.por,por,FAILED_LOGIN_REQUIRED
11148,892,00894Bradford-Lesbian-Data.tab,tab,FAILED_LOGIN_REQUIRED
11149,892,00894Bradford-Lesbian-Measures.pdf,pdf,SUCCEEDED
11150,892,00894Bradford-Lesbian-MemoOfAgreement.pdf,pdf,SUCCEEDED
11151,892,00894Bradford-Lesbian-StudyDescription.pdf,pdf,SUCCEEDED
11152,893,00538Notman_Nadleson-HMSHO-BoxCoverSheets.pdf,pdf,SUCCEEDED
11153,893,00538Notman_Nadleson-HMSHO-Codebook.pdf,pdf,SUCCEEDED
11154,893,00538Notman_Nadleson-HMSHO-Measures.pdf,pdf,FAILED_LOGIN_REQUIRED
11155,893,00538Notman_Nadleson-HMSHO-PaperDataInventory.pdf,pdf,SUCCEEDED
